"","exporter_iso3","industry_id","GL","setor","renda"
"227","AFG",132,0.0062301861864108,"Não-serviços","Renda não-alta"
"228","AFG",133,0.029022170476538,"Não-serviços","Renda não-alta"
"229","AFG",134,0.000643209170209103,"Não-serviços","Renda não-alta"
"230","AFG",135,0.0312505356643267,"Não-serviços","Renda não-alta"
"231","AFG",136,0.00578128759538521,"Não-serviços","Renda não-alta"
"232","AFG",137,0.0131520757641471,"Não-serviços","Renda não-alta"
"233","AFG",138,0.0103450138057684,"Não-serviços","Renda não-alta"
"234","AFG",139,0.0319492735991963,"Não-serviços","Renda não-alta"
"235","AFG",140,0.00633754228396033,"Não-serviços","Renda não-alta"
"236","AFG",141,0.9866493120119,"Não-serviços","Renda não-alta"
"237","AFG",143,0.157871827328627,"Não-serviços","Renda não-alta"
"238","AFG",144,0.00379561488512004,"Não-serviços","Renda não-alta"
"239","AFG",145,2.18675937837531e-05,"Não-serviços","Renda não-alta"
"240","AFG",146,0.00943896809890388,"Não-serviços","Renda não-alta"
"241","AFG",148,0.0281418473703127,"Não-serviços","Renda não-alta"
"242","AFG",149,0.331450784070704,"Não-serviços","Renda não-alta"
"243","AFG",150,0.0410592368999895,"Não-serviços","Renda não-alta"
"244","AFG",151,0.0674383958522903,"Não-serviços","Renda não-alta"
"245","AFG",152,0.0134976122275076,"Não-serviços","Renda não-alta"
"246","AFG",153,0.00535691353219325,"Não-serviços","Renda não-alta"
"247","AFG",156,0.0655737694168234,"Serviços","Renda não-alta"
"248","AFG",158,0.909090892561984,"Serviços","Renda não-alta"
"249","AFG",162,0.4999999875,"Serviços","Renda não-alta"
"250","AFG",163,0.799999984,"Serviços","Renda não-alta"
"251","AGO",2,0,"Não-serviços","Renda não-alta"
"252","AGO",3,0.0235561801512415,"Não-serviços","Renda não-alta"
"253","AGO",4,0.0225988700564973,"Não-serviços","Renda não-alta"
"254","AGO",7,0,"Não-serviços","Renda não-alta"
"255","AGO",11,0.000125172111653638,"Não-serviços","Renda não-alta"
"256","AGO",12,0.00329844592451656,"Não-serviços","Renda não-alta"
"257","AGO",13,0.00062609006752834,"Não-serviços","Renda não-alta"
"258","AGO",22,0.246292134831461,"Não-serviços","Renda não-alta"
"259","AGO",24,0.00288461538461537,"Não-serviços","Renda não-alta"
"260","AGO",25,0.00101832993890039,"Não-serviços","Renda não-alta"
"261","AGO",26,0.0328149034353101,"Não-serviços","Renda não-alta"
"262","AGO",27,0.0158289593008877,"Não-serviços","Renda não-alta"
"263","AGO",29,1.64456188644913e-06,"Não-serviços","Renda não-alta"
"264","AGO",30,8.96354526136456e-06,"Não-serviços","Renda não-alta"
"265","AGO",31,0.0128396808003242,"Não-serviços","Renda não-alta"
"266","AGO",34,0.000238698625218747,"Não-serviços","Renda não-alta"
"267","AGO",35,0.842984677875868,"Não-serviços","Renda não-alta"
"268","AGO",36,0.00113652808785702,"Não-serviços","Renda não-alta"
"269","AGO",37,0.0421099288966408,"Não-serviços","Renda não-alta"
"270","AGO",38,5.72895745605262e-05,"Não-serviços","Renda não-alta"
"271","AGO",39,3.01351128106919e-06,"Não-serviços","Renda não-alta"
"272","AGO",40,0.000118201336276158,"Não-serviços","Renda não-alta"
"273","AGO",41,1.76810555879703e-05,"Não-serviços","Renda não-alta"
"274","AGO",42,2.1313008237156e-06,"Não-serviços","Renda não-alta"
"275","AGO",43,7.59539902517314e-06,"Não-serviços","Renda não-alta"
"276","AGO",44,6.04843070380889e-05,"Não-serviços","Renda não-alta"
"277","AGO",45,2.78861609955827e-05,"Não-serviços","Renda não-alta"
"278","AGO",46,0.00368187438070644,"Não-serviços","Renda não-alta"
"279","AGO",47,7.72506911803639e-05,"Não-serviços","Renda não-alta"
"280","AGO",48,0.00151614268262368,"Não-serviços","Renda não-alta"
"281","AGO",49,0.0255254470868644,"Não-serviços","Renda não-alta"
"282","AGO",50,0.117023705092452,"Não-serviços","Renda não-alta"
"283","AGO",51,0.0277075687812792,"Não-serviços","Renda não-alta"
"284","AGO",52,0.000548472191952198,"Não-serviços","Renda não-alta"
"285","AGO",53,0.00175446708342808,"Não-serviços","Renda não-alta"
"286","AGO",54,0.0087587652340414,"Não-serviços","Renda não-alta"
"287","AGO",55,0.0003604402423526,"Não-serviços","Renda não-alta"
"288","AGO",56,0.00484284221144293,"Não-serviços","Renda não-alta"
"289","AGO",57,0.0267165145030535,"Não-serviços","Renda não-alta"
"290","AGO",58,0.00234903049563695,"Não-serviços","Renda não-alta"
"291","AGO",59,0.0878996115924708,"Não-serviços","Renda não-alta"
"292","AGO",60,0.152819629789066,"Não-serviços","Renda não-alta"
"293","AGO",61,0.00749879465596559,"Não-serviços","Renda não-alta"
"294","AGO",62,0.00162252698022047,"Não-serviços","Renda não-alta"
"295","AGO",63,0.3548839362998,"Não-serviços","Renda não-alta"
"296","AGO",64,0.0445627719572159,"Não-serviços","Renda não-alta"
"297","AGO",65,0.249406479493712,"Não-serviços","Renda não-alta"
"298","AGO",66,0.000973597917582336,"Não-serviços","Renda não-alta"
"299","AGO",67,0.00279381028480574,"Não-serviços","Renda não-alta"
"300","AGO",68,0.00273789232532085,"Não-serviços","Renda não-alta"
"301","AGO",69,0.000476859785972339,"Não-serviços","Renda não-alta"
"302","AGO",70,0.00507524016844119,"Não-serviços","Renda não-alta"
"303","AGO",71,0.0230268543244533,"Não-serviços","Renda não-alta"
"304","AGO",72,0.00234480080979527,"Não-serviços","Renda não-alta"
"305","AGO",74,0.0467415069431679,"Não-serviços","Renda não-alta"
"306","AGO",75,0.0236979330716917,"Não-serviços","Renda não-alta"
"307","AGO",79,0.783414940020983,"Não-serviços","Renda não-alta"
"308","AGO",80,0.0168196211023451,"Não-serviços","Renda não-alta"
"309","AGO",81,0.00681346316331877,"Não-serviços","Renda não-alta"
